item_name,item_id,user_name,rating
Greene King Abbot Ale &#40;Cask&#41;,44831,MrAleman,3
Trafalgar Left Coast Pale Ale,113954,gilvanblight,14
Samuel Adams Utopias,12228,DCopperfields,18
Thomas Hooker Imperial Porter,28549,beerandIT,16
Capital Dark Doppelbock,863,biermensch,17
Dogfish Head Midas Touch Golden Elixir,7293,ephemeral8,9
Meantime Wheat Grand Cru,50125,RoyceH,13
Coopers Best Extra Stout,1590,highlandlad,15
Harpoon Leviathan Imperial IPA,92922,Bricks,14
Breckenridge Trademark Pale Ale,27290,OD40oz,12
Barley Johns Hefeweizen,106809,sheltbw,19
Sprecher Special Amber,1366,mvcramer,12
Flat Earth Black Helicopter,86773,bsp77,14
AleSmith YuleSmith &#40;Summer&#41; India Pale Ale,2497,hellomynameis,16
Unibroue La Terrible,13815,BobbyW3363,16
Samuel Adams Boston Ale,159,BadRed,8
Weihenstephaner Hefeweissbier Dunkel,4583,kseecs16,16
Weyerbacher Twelve,73531,surffisher,15
Bert Grants India Pale Ale,961,Sven,10
Heavyweight B.O.R.I.S.,37656,railcat1,18
Schloss Eggenberg Samichlaus Bier,6245,DenverLogan,19
Odell 90 Shilling,2177,mockerboy,16
Flensburger Gold,44426,Panzerfaust,10
Rogue Mocha Porter,591,Bigassfish,15
Victory HopDevil,618,frankR,16
Sierra Nevada Pale Ale &#40;Bottle&#41;,365,matta,14
Saranac Black and Tan,547,fromred2green,13
Samuel Adams Noble Pils,107598,scooterbub,12
Shipyard Longfellow Winter Ale,8973,Grandpa,15
Weihenstephaner Kristall Weissbier,4584,BarZigKin,15
Petra Escura Premium,42483,Sevenlee,7
Deschutes Obsidian Stout,2138,CE619,12
3 Fonteinen Doesjel,77584,laiti,15
Ommegang Three Philosophers,13667,naivepegasus,17
Affligem Tripel,3734,Jesterdeal,12
AleSmith My Bloody Valentine,55758,zug4abby,17
SKA Modus Hoperandi IPA,99487,mugabe,17
Shepherd Neame Bishops Finger &#40;Pasteurised&#41;,4139,PetetheMeat,13
New Glarus Road Slush Stout,55763,kseecs16,12
Bells Oberon Ale,3211,JustinFromAL,14
Hoegaarden,399,Sten,10
Water Street Sheba Coffee Stout,48636,Bradrcr,14
Alaskan Stout,17,richlikebeer,14
Daleside Monkey Wrench,5500,beerking99,14
Leelanau Whaleback White,49308,nolankowal,17
Guinness Extra Stout &#40;North America&#41;,4456,TheGreatKen,16
Saranac Mocha Stout,10473,jayme9874,14
MacTarnahans Oregon Honey Beer,128,spikester,7
Big Rock Grasshopper Wheat Ale,29,dirkules,10
Abita Amber Lager,2,Onionkid,10
Abita Amber Lager,2,walter,12
Flying Fish Exit 13,134585,kopher,15
Strongbow Cider,3001,Dmalone102,10
Two Hearted Ale,1502,tbookman,19
AleSmith YuleSmith &#40;Winter&#41; Imperial Red Ale,64102,arrogantb,17
Great Divide Yeti Imperial Stout,25082,PWalk,16
Heavyweight Cinderbock Lager,11308,lukin013,16
De Dochter van de Korenaar Noblesse,78107,BelgBeerGeek,13
Neuzeller Porter,33328,kseecs16,12
Magic Hat Hex,124933,odinstyr,11
New Holland Lucid Kolsch,71592,congener,13
Gouden Carolus Cuvee Van De Keizer Blauw/Blue,6170,maltdog,15
Ridgeway Very Bad Elf,40413,nogov,12
Brooklyn Oktoberfest,5129,jhumphries69,13
Jolly Pumpkin Luciernaga  &#40;The Firefly&#41;,40123,HumuloneRed,16
New Glarus Unplugged Berliner Weiss,88489,Tripplebrew,16
Heineken,37,nihilistic0,13
Rush River Lyndale Brown Ale,126681,mattyb83,11
Saranac Pale Ale,544,ericnixon,16
Heavy Seas Loose Cannon Hop3,51447,harmfuldrunk,18
Stone Smoked Porter,421,Pinnhead,18
Iron Hill Saison de Sorachi,123070,Cakes,13
Unibroue Chambly Noire,50685,hawthorne00,12
Middle Ages Wailing Wench,27180,rob6239,15
Budweiser Chelada,74833,Norton,15
McAuslan Griffon Extra Pale Ale,840,collieman,10
Woodlands Mild,64418,albertane,14
Bells Amber Ale,3206,ARMed,14
Mitchell Krause American Pale Ale No. 2,126417,bax,11
Petrus Winterbier,5630,Andrew196,13
DuClaw Bare Ass Blonde Ale,19473,biggcb,9
Stone Double Bastard Ale,11243,anaheim1983,20
Samuel Adams Octoberfest,167,Wolfenstein,12
Sinebrychoff Nikolai III,4513,beethoven82,14
Beach Bum Blonde Ale,59673,twistedviews,14
Avery Salvation,14733,HumuloneRed,16
Peak Organic Nut Brown Ale,57724,IPAsavedMYlife,9
Walldorff Bee Sting Honey Rye,68203,lampeno420,13
Porterhouse TSB,11420,BeerViking,14
Dogfish Head Raison D Etre,1189,FudgeSociety,14
St. Bernardus Abt 12,2530,phildorsey,15
Itters Bruin Tafelbier,57353,Yves,8
Spaten Mnchner Hell / Mnchen / Premium,2559,slang,12
Mad River Jamaica Sunset IPA,2378,henry3r,15
Lakefront Klisch Pilsner,975,jtw,14
Stone Ruination IPA,14709,LEXINGTON,17
Naked City Brother Orchid,116679,killjoy966,14
De Dolle Oerbier,6860,hobbersr,17
Rogue Santas Private Reserve,597,dutch23mp,10
Guinness Draught,1267,Quixote18,15
Ballast Point Calico Amber Ale,2507,7837,16
Founders Cerise,101199,oreogobbler,13
Guinness Draught,1267,JPMarat,13
Pilsner Urquell,717,jmuhops,14
Samuel Adams Chocolate Bock,29842,strings,16
Samuel Adams Summer Ale,171,ewestern,10
Saranac Roggen Bock,40404,ZOSOMAN12020,14
Carlsberg Carls Porter,6974,veronika,14
Mongoose Malt Liquor,8675,JohnBarleycorn,5
Dorking DB Winter Ruby,115990,ladnewton,15
Petes Wicked Ale,465,BigBang,10
Blue Point Blueberry Ale,35876,chandler0201,11
Lakefront True Evel Ale,125494,twindadplus2,12
Goose Island Bourbon County Stout,8909,jedadiahcombs,17
Samuel Smiths Oatmeal Stout,87,MadMan,14
Skands Esrum Kloster,111291,esp0r,10
S:t Eriks Raukl,153007,Nisse666,14
Beamish Irish Stout,1,Brianroz99,18
Unibroue St-Hubert,1933,NosirIwont,13
Magic Hat #9,1314,trufflepig,14
Highland Tasgall Ale,50217,beeryum,15
Schlitz High Gravity VSL,82473,Aventinus64,15
North Coast Old Rasputin Russian Imperial Stout,680,anderson01,16
Beer Hunters Mufloni Talvipukki,156690,Cuso,12
Avery The Czar Imperial Stout,20295,dyetube,17
Bruegel Amber Ale,3957,AGAquino,9
Dogfish Head Raison D Etre,1189,Delirium,15
Aecht Schlenkerla Rauchbier Mrzen,1269,imaragingbull,16
Knig Pilsener &#40;Germany&#41;,4026,l1br4r14n,11
Mahrs Bru Der Weisse Bock,5153,Jayb0,12
Budweiser Budvar &#40;Czechvar&#41; 12,1316,eraserhd10,18
Anderson Valley Poleeko Gold Pale Ale,332,seeknay36,14
Dogfish Head 60 Minute IPA,7431,rob897,19
Bush Ambre &#40;Scaldis&#41;,7040,Mjollnir,14
Saranac Adirondack Amber,545,DEbeer,14
Granite City Two-Pull! Specialty Brew,82522,csaso,10
Erdinger Weissbier Kristallklar,2470,LoveABeer,14
Left Coast Asylum Belgian-Style Tripel Ale,98559,arondee,10
Fullers 1845,294,jimmay,17
Anchor Our Special Ale &#40;2005 and later&#41;,52930,kassner,15
Samuel Adams Coastal Wheat,106388,aaaaaaaaaah,14
Watous Wit Bier,6470,beermouth,12
Goose Island Imperial IPA,21329,Metalhead,16
New Belgium Trippel,427,mistersinalin,17
Malheur 10,11336,GarethYoung,15
Samuel Adams Pale Ale,1144,mike67,13
Laughing Dog AlphaDog Imperial IPA,98213,carboloader,14
Brand Pilsener,5562,maupie,15
Busch Beer,492,jpm8920,10
Bells Porter,3208,Rando7,13
Veltins Pilsener,4040,BrotherLogic,16
BridgePort Ebenezer Ale,10485,BigSound,11
Okocim Mocne,4993,Fish,9
Chouffe Bok 6666,1618,BobEvers,12
Redhook Treblehook,81441,cmonster,13
Avery The Maharaja Imperial India Pale Ale,44485,Dmalone102,20
Caffreys,824,LoveCaissa,14
Great Divide Titan IPA,25083,Brewbie,16
Beermanns Bourbon Barrel Barleywine,11258,mwsf,17
Deschutes Hop Trip,51917,cathcacr,17
Hurlimann Samichlaus,2399,beerslayer,17
Petes Wicked Oktoberfest,468,Racegoer,11
Oxfordshire Pride of Oxford,79875,chaz01,14
Dogfish Head 60 Minute IPA,7431,lcwakshul,13
Dogfish Head Immort Ale,2808,FoolishMortal,14
Samuel Adams Boston Lager,158,scanovajr,12
Tregs JavaHead Stout,95497,mfdros,15
Nrrebro Stuykman Wit,26899,PetetheMeat,9
Ename Tripel,6400,mike1977ok,13
Palmetto Amber Ale,8557,ToadMan,11
Westmalle Dubbel,2205,DeanF,17
Erdinger Urweisse,83596,Palme,14
Summit Great Northern Porter,7746,hayden1215,14
Mackeson XXX Stout,3766,Pablo McStouthead,10
Three Floyds Alpha King,1432,BrianO,19
Ithaca Flower Power IPA,13422,ekoerper,15
Dogfish Head 60 Minute IPA,7431,DenisLD,18
Old Chimneys Ragged Robin,157638,Benjii,13
Minhas Simpler Times Lager,94263,skoisirius,11
3 Fonteinen Doesjel,77584,monkeychugg55,5
Erdinger Festweie,48060,jjuf1853,14
Miller Lite,403,edubcb,18
Gouden Carolus Hopsinjoor,87287,BartC,16
Tregs Perpetual IPA,134073,hamilton23,16
Goose Island Pere Jacques,24619,baraciisch,18
Saranac Stout,549,brownaler,10
Goose Island Matilda,23624,jarow,15
Leelanau Good Harbor Golden,59059,RblWthACoz,18
Weihenstephaner Hefe Weissbier,1156,Vir4030,15
Chimay Triple / Blanche &#40;White&#41; / Cinq Cents,52,WSSmiles,17
Stone India Pale Ale &#40;IPA&#41;,422,WLG423,15
Revolution Pablo Picasso,150068,Newk,16
Sam Adams Light,12719,bpboland,12
Middle Ages Dragonslayer Imperial Stout,10623,Naven,13
Harpoon IPA,694,Brodie,13
Piece Dark n Curvy,43424,drdisque,17
Dreher Classic,12037,Russo,11
Odell Cutthroat Porter,2247,bblack99,15
Warsteiner Premium Dunkel,5311,carlitos99,12
Moosejaw Stout,27238,MatSciGuy,11
Padre Island Oktoberfest,131938,llcooldave,13
Westmalle Extra,25406,Prokroustis,17
Bear Republic Racer X,12633,npdempse,17
Great Divide Hercules Double IPA,32751,phredrik,16
Deschutes Black Butte XXIII,147351,Nikiel,18
Cerpa Pilsen Draft Beer,74444,Fukito,7
Youngs Double Chocolate Stout,139,iep,14
Wild Rose Wraspberry Ale,4240,Cole,9
Cardinal Original Draft,6631,Biermann,12
Brooklyn Summer Ale,63840,redtechnj,12
Morland Old Speckled Hen &#40;Filtered&#41;,670,JohnQPublic,15
Weihenstephaner Hefeweissbier Dunkel,4583,zakkbironia,12
Pauwel Kwak,3658,slimchill,12
Silly Super 64,2423,stfrancis,10
Redhook Blonde Ale,667,StephenWade,8
Bells Oberon Ale,3211,lumberjack,17
Dark Horse Plead the 5th Imperial Stout,42502,gorditoabd,18
Russian River Redemption &#40;Batch 002+&#41;,55794,nbondi,16
Town Hall Black H20 Oatmeal Stout,14053,MrBendo,13
Pyramid Imperial Hefeweizen,76697,JaffaHawk23,14
Cascade Apricot Ale,85470,leems,16
Fegleys Brew Works Insidious Imperial Stout,117663,boamr,17
Jolly Pumpkin Madrugada Obscura,54349,slimchill,18
Founders Breakfast Stout,14956,gameface23,16
AleSmith My Bloody Valentine,55758,mspindler,16
Founders CBS &#40;Canadian Breakfast Stout&#41;,98973,callmemickey,17
Leinenkugels Sunset Wheat,57459,JimTuna,10
Veltins Pilsener,4040,Marc,12
Flossmoor Station Imperial Eclipse Stout,13730,arjoseph,17
Samuel Adams Blackberry Witbier,89638,MJGG,13
Founders Dirty Bastard Scotch Ale,11498,growler,16
Southern Tier Hop Sun,33536,POLK,13
Modelo Especial,744,tizzomes,2
Sierra Nevada Celebration Ale,370,phobos1031,13
Guinness Extra Stout &#40;North America&#41;,4456,donrajin,7
Florisgaarden Pomme / Apple,13499,jde123,14
Dogwood Pale Ale,636,regal,15
Dogfish Head 90 Minute Imperial IPA,10569,adwoan99,18
Samuel Adams Summer Ale,171,snowden719,11
Arcadia Cocoa Loco Triple Chocolate Stout,67761,jtw,14
North Coast Old Stock Cellar Reserve Bourbon Barrel,81419,juiceisloose,17
Ommegang Rouge Grand Cru,90997,SSKD814,19
"Sierra Nevada 30th Anniversary Charlie, Fred & Kens Bock",123618,Freshcraft,17
Tregs Pale Ale,1204,VA Homebrewer,15
Hacker-Pschorr &#40;Hefe&#41; Weisse,652,Finhead,14
Crown Valley Old School Pilsner,104729,Finhead,13
Wexford Irish Cream Ale,880,DuffLover,12
Ridgeway Seriously Bad Elf,52950,mike mcneil,13
Jennings Sneck Lifter &#40;Bottle&#41;,5634,paco,11
Samuel Adams Winter Lager,168,michaeltrego,17
Woodchuck Granny Smith Draft Cider,2992,popilius,13
Oaken Barrel Indiana Amber,12002,monstersmash,15
Jolly Pumpkin Bam Biere,55372,level4,14
Flying Dog Dogtoberfest,37539,punkeedo,14
Lost Abbey The Angels Share &#40;Bourbon Barrel&#41;,72798,MullMan,17
Delirium Tremens,1039,daalamar,17
Westmalle Dubbel,2205,sersdf,16
InBev Brahma,46075,Tessic,5
Wychwood Goliath,12117,scotty,9
Free State Ad Astra Ale,2919,Ceebs25,15
Orval,835,MaartenRF10,13
Dieu du Ciel Mondix Ale,24349,beerhugger,15
Fredericksburg Peace Pipe Pale Ale,11285,geo1246,2
Smuttynose Star Island Single,86217,joebudzjoe,13
Augustiner Munich &#40;light export beer&#41;,8897,Yankovitch333,11
Unibroue Maudite,1921,nijuro,17
Samuel Adams Hefeweizen,30059,dpento1,12
Bud Ice,475,Mirage52,14
Flensburger Pilsener,1689,erod61,13
Poperings Hommelbier,5092,McWhite,13
De 3 Horne Horns Bock,9354,fugitive,14
Dieu du Ciel Pch Mortel,11461,Beer Snob,18
Lagunitas Olde Gnarly Wine,7428,hoplover406,16
North Coast Red Seal Ale,675,bluemeow76,13
Wells Bombardier Satanic Mills,71542,madquacker,11
Le Trou du Diable Grivoise de Nol,99847,Lanchester,16
Left Hand Twin Sisters Double IPA,46092,beeg1422,14
Goose Island Mild Winter,90137,nsquishee,15
Sierra Nevada Stout,367,Wakie,14
La Rulles Triple,31103,Defreni,17
Capitol City Peat Me Up Scotty,152410,Block,14
Goose Island Honkers Ale,811,bfeldmann,12
Georgetown 9lb. Porter,79086,HopheadHans,15
Stone Imperial Russian Stout,4315,Hugerat,14
Darling Brew Native Ale,137188,Davidabbey4,14
Hoegaarden,399,young,18
Lost Coast Downtown Brown,2661,cstuartj,12
Shepherd Neame Bishops Finger &#40;Pasteurised&#41;,4139,note666,13
Shepherd Neame Goldings &#40;Bottle&#41;,4146,Diogne,14
Sierra Nevada Celebration Ale,370,jgioviano,18
Kuchlbauer Turmweisse,126549,ogreface,17
Piraat 10.5%,3962,pompelmoes,15
Anchor Liberty Ale,47,Schioth,14
Woodchuck Granny Smith Draft Cider,2992,jstraw,13
Mendocino Talon Barley Wine,31993,BrockLanders,15
Great Lakes Edmund Fitzgerald Porter,1226,QXSTER199,18
New Belgium Blue Paddle,425,mnurda,11
Bells Eccentric Ale,3220,beerchugger,14
Fullers London Porter &#40;Bottle/Keg&#41;,303,PattyBoy,18
St Christophe,11803,turbothy,17
Port Brewing Santas Little Helper,18856,BigBang,15
Bellheimer Premium Pils,132202,mithe,5
Samuel Adams Latitude 48 Deconstructed IPA - Simcoe,143031,csaso,18
Dreher Lager,12038,Wakie,10
Miller High Life,407,seymour,2
De Dolle Arabier,6873,LittleChicken,13
Bud Light,474,jmw141,10
North Peak Diabolical IPA,110687,GODiSSOUTHERN,11
Middle Ages The Duke Of Winship,10622,Steak,19
Bells Expedition Stout,3214,car123,20
Molson Canadian Light,238,WakeandBake,8
Winters Bourbon Cask Ale,54136,BigBen2120,11
Kulmbacher Eisbock,14367,mattphilips,15
New Belgium Fat Tire,424,skawave99,16
Cape Ann Fishermans Pumpkin Stout,65668,Nickls,14
Boulevard Lunar Ale,71335,tdcritch,13
Flying Dog In de Wildeman Farmhouse IPA,142380,RasmusOtt,16
Leinenkugels Honey Weiss Bier,985,skibum8484,20
Gordon Biersch Dunkles,2450,carlitos99,13
Samuel Adams Boston Ale,159,Heatwaves,10
Alpine Oktoberfest,17039,killjoy966,12
Irseer Kloster-Urtrunk,10940,Muggus69,10
Alexander Keiths India Pale Ale,1518,paco,6
Samuel Adams Tasman Red Red IPA,157430,bigguns22,15
St Feuillien Triple,2406,amx1970390,16
Aischgrnder Mrzen,28020,Mowbeer,9
Bells Java Stout,10338,hapjydeuce,13
New Holland Existential Hopwine,63092,Hank1980,14
Redhook Blonde Ale,667,Acknud,7
Grand River Jubilation Spiced Ale 2007,80853,shintriad,15
Bud Light,474,clifford0163,1
Hart Finnigans Irish Red Ale,22330,pondoshuffles,5
Hopworks Galactic Imperial Red,122820,burg326,16
Stoudts Fat Dog Stout &#40;Vintages 2004 and later&#41;,38685,ElBorracho,16
Hss Neuschwansteiner Helles Lager,11830,buzzoven,14
Westmalle Tripel,2204,MercyDevice,16
Pabst Blue Ribbon,734,RaphaelN,6
InBev Brahma,46075,fluids,14
Klosterbru Braunbier,11970,meerbier,13
Unibroue St-Hubert,1933,destroye7,18
Hoppin Frog Barrel Aged BORIS The Crusher,99410,bblack99,17
Heavyweight Two Druids Gruit  Ale,6143,MaBeer1972,11
Grainstore Rutland Panther,20706,GarethYoung,14
Los Ilegales Negra Fuerte,60188,Russo,10
Great Divide Wild Raspberry Ale,1652,Acknud,14
Blue Star Pale Ale,22399,bp,9
Finkbru Hefe Weibier,18043,iammarc,8
Flying Dog Horn Dog Barley Wine,689,VikingHammer,14
Berkshire Cabin Fever Ale,18986,OlivierMTL,11
Port Brewing 3rd Anniversary,102552,Chalsk,18
Two Brothers Cane and Ebel,59141,baraciisch,14
Brugge Tripel,28967,baart,16
St Peters Golden Ale,5869,iratherbe,10
Coopers Special Old Stout,8220,Nesta13,17
Drummond Brothers Light,30917,MrBeer,3
Magic Hat Blind Faith,1466,patrickfannon,14
Busch Beer,492,ironliver99,10
Cuve des Trolls,10682,JHunter,11
Hoegaarden,399,KDorgan12,16
Founders Blushing Monk &#40;2011&#41;,148616,joshmcg000,17
Abbaye des Rocs La Montagnarde Altitude 6,10615,tderoeck,18
Rogue Dry Hopped St. Rogue Red Ale,596,kschep,15
EKU 28,6222,ken1,16
Spaten Oktoberfest Ur-Mrzen,2543,luv2brew,14
Square One Imperial IPA,68447,smhncabot,13
Cigar City Vuja De,137207,adam42381,16
Miller Genuine Draft &#40;MGD&#41;,405,LuckeyHaskins99,13
Lost Abbey Veritas 009,145520,dukefan,19
Flying Dog In de Wildeman Farmhouse IPA,142380,PotjeBier,16
La Chouape Impriale Stout,144484,sseb69,18
Cigar City Jai Alai India Pale Ale,95103,Palme,17
Three Floyds Black Sun Stout,6225,Firemoose15,14
Boulder Beer Hazed & Infused,16129,ryanfolty,11
Weyerbacher Hops Infusion,1410,watson1977,14
Bells Expedition Stout,3214,ealdent,17
Enterprise Brewery Knappstein Reserve Lager,65930,strings,13
Samuel Adams Boston Lager,158,MarkSachon,17
Greene King Strong Suffolk &#40;Olde Suffolk&#41;,881,hammenlind,17
Great Divide Old Ruffian,41297,zug4abby,13
Ballast Point Victory at Sea,100542,yamar1221,17
Fullers London Pride &#40;Pasteurised&#41;,288,NdubyaB,15
Valle del Taf  Roja,70147,Lilith,12
Dogfish Head Shelter Pale Ale,2807,realale420,15
Weyerbacher Quad,2325,LoveCaissa,16
Westmalle Extra,25406,JohnRMurdoch,15
BridgePort IPA,106,gputty,16
Anchor Old Foghorn Ale,4728,tkaufman,16
Samuel Smiths Winter Welcome Ale,95,ENTROPY,15
Big Hole Headstrong Pale Ale,8635,Blasphemies,14
Schlitz,8748,djbuddha,3
Bare Knuckle Stout,22833,sersdf,11
Shipyard Blue Fin Stout,2518,r464,12
Saranac Caramel Porter,6702,stison42,18
Miller Lite,403,ilikestuff,2
Flying Dog Gonzo Imperial Porter,45950,MullMan,17
Oud Beersel Oude Geuze,10907,Dunbar72,18
Affligem Blonde,3733,Stefano,14
District ChopHouse Amber Ale,22011,GoBlue,13
Big Sky Summer Honey,8579,jmagnus87,7
Saranac Single Malt,10449,smcolw,9
Founders Froot Kissile,121250,TheGuy,12
Stone 12th Anniversary Bitter Chocolate Oatmeal Stout,89707,ajbitt,14
Thunderhead IPA,28731,rshah16,13
Clown Shoes Supa Hero,161884,MaBeer1972,14
Three Floyds Dreadnaught Imperial IPA,8933,bdigital,20
Cascade Kriek Ale,82022,brianjames1,17
Dogfish Head World Wide Stout 2002 &#40;23%&#41;,18543,bubslang,16
Wychwood Ginger Beard &#40;Bottle&#41;,147210,tommann,11
Avery The Czar Imperial Stout,20295,krisbierjaeger,16
Stone Ruination IPA,14709,gogaterz,19
Deschutes Scintillation IPA,134224,Hophazard,10
Unibroue La Fringante,13816,malika,18
Stoudts Scarlet Lady Ale ESB,2268,Cruzan59,12
Allagash Curieux,38037,SamuraiArtist,17
Founders Blushing Monk &#40;2011&#41;,148616,Chalsk,18
Budweiser,473,gerzm22,15
Coors Original,706,Homebrewerguy,2
Harar,8840,rlaw,11
Huber Bock Beer,7020,WisconsinBeer,10
Orval,835,Ansset13,17
Hite Beer,9140,Bradrcr,11
Westvleteren 12,4934,bartsels,20
Guinness Draught,1267,biomechanic,15
Marin Mt. Tam Pale Ale,1317,BrotherGrendel,12
Victory Storm King Imperial Stout,626,AmyGinger,19
Gritty McDuffs Vacationland Summer Ale,23824,Bungalo22,11
Ysta India Pale Ale,153349,SirLimpsalot,5
Three Floyds Mikkeller Hvedegoop,83274,ChrisThomson,16
Unski Biser,12991,heavy,12
Samuel Smiths Taddy Porter,94,mcsquint,18
Dogfish Head 90 Minute Imperial IPA,10569,DrGonzo,18
Samuel Adams Black Lager,41887,Brandman,12
Chimay Rouge &#40;Red&#41; / Premire,51,tommeagher,14
Kozel Premium Lager 12,4692,Frothmeister,13
Oak Creek Heavy Casket Scotch Ale,70106,HighWine,18
Urban Chestnut Harwood Myth,137783,jandd1983,10
Samuel Adams LongShot Weizenbock,83822,dyetube,17
Brooklyn Lager,528,awiseman01,12
Samuel Adams New World Tripel &#40;Barrel Room Collection&#41;,112477,DavoleBomb,17
Pabst Blue Ribbon,734,PittEverything,6
Bells Expedition Stout,3214,Slimbrundage,17
Starr Hill Boxcar Pumpkin Porter,148182,KajII,12
Ommegang Abbey Ale,3022,OlivierMTL,16
Stone Arrogant Bastard Ale,1315,beerdrinkingking,17
Meantime London Porter,48499,ClubGonzo,14
Dogfish Head 60 Minute IPA,7431,timtheenchanta,14
New Belgium 1554 Enlightened Black Ale,1266,darkstar938099,18
Stone Double Bastard Ale,11243,Block,18
Pyramid Audacious Apricot Ale,50036,TheSponge,15
Stone Arrogant Bastard Ale,1315,TastemasterWNY,11
Maumee Bay Blitzen Ale,42552,MatSciGuy,13
Two Brothers Hop Juice,44597,wheninhell,16
Brauhaus Le Berbere Dunkel,37227,GarethYoung,13
Fullers ESB &#40;Bottle/Keg&#41;,290,Bradrcr,10
Samuel Adams Hefeweizen,30059,jmikolich,10
Viking Brewing Whole Stein,25465,boboski,12
Big Sky Scape Goat Pale Ale,5558,puggy211,10
Flying Dog Snake Dog IPA &#40;through 2007&#41;,684,Casteel420,12
Bass Pale Ale,133,akinm,15
Sierra Nevada Celebration Ale,370,biermensch,17
Sierra Nevada Anniversary Ale,75962,Changed,15
Georgetown Lucille IPA,125366,cstuartj,11
Full Sail Rip Curl,12583,exadore,18
Southern Tier Farmers Tan Imperial Pale Lager,118859,CamdenD,13
Kulmbacher Mnchshof Kellerbier,37413,bluebetty,11
Weyerbacher Merry Monks Ale,2322,CamdenD,13
Erdinger Weissbier &#40;Hefe-Weizen&#41;,2468,Maris,14
Chaucers Mead,13514,SchlossyMcSaus,15
Orval,835,capali1234,16
Buzzards Bay Barrel Aged Cranberry Lambic,66940,Miver,15
Sierra Nevada 30th Anniversary Our Brewers Reserve - Grand Cru,133069,Acetobacter,13
Rogue Double Dead Guy Ale,84460,bikesandbeers,13
New Belgium 1554 Enlightened Black Ale,1266,mjmcend,15
Olde Burnside Amazing Grace Ale,135982,dogfish120love,16
Miller Lite,403,sirphobos,3
Stone Dogfish Head Victory Saison Du BUFF,122227,48FanInCali,13
OHanlons Goldblade,74069,cellar,13
Bells Hopslam,35488,JohnnyOS,20
Miller Chill Chelada Style,70943,bryanm18,1
Haffenreffer Private Stock Malt Liquor,8699,pkbites,12
Michael Sheas Irish Amber,79,jstu9,5
Paulaner Salvator,649,luvcasks,12
Coney Island Sword Swallower Steel Hop Lager,88605,yemenmocha,10
Bert Grants Perfect Porter,965,maltdog,12
HeBrew Vertical Jewbelation,133302,Cirrhosis,17
Squatters India Pale Ale,7319,mikem409,13
Bayou Teche LA 31 Grenade,138790,rlaw,13
Beer Valley Highway To Ale Barley Wine,79489,robertjm,16
Barley Johns The Dark Knight &#40;Returns&#41;,26218,Tweety,17
Mendocino Winter Seasonal Oatmeal Stout,132827,Aquilo,17
Brooklyn Black Chocolate Stout,531,aledrinkerLS,18
Samuel Smiths Nut Brown Ale,1477,VikingHammer,16
FiftyFifty Trifecta Belgian Style Tripel,77138,larryLSB,16
Ayinger Celebrator Doppelbock,1090,thumper99,18
Petes Wicked Ale,465,HighlanderOne,14
Batemans Victory Ale &#40;Bottle&#41;,4674,davidpl,15
Michelob AmberBock,483,ronaldtheriot,13
Bells Winter White,20555,AR,13
North Coast Red Seal Ale,675,Nebulor,17
Kilkenny,4788,capali1234,10
Stoudts Pils,2263,RblWthACoz,12
Coors Light,707,MaxPower,1
Rogue Chocolate Stout,7177,ogglethorp,16
Prinzregent Luitpold Weissbier Hell,8946,jskendzel,14
Coors Original,706,cornhusker01,4
Granite Brewery Best Bitter Special,1538,rejtable,14
Addis Ethiopian Lager,33219,MullMan,15
Harp Lager,836,lunatic77,14
Blue Moon Winter Abbey Ale,132956,seymour,14
Rogue Oregon Golden Ale,595,belgianhomebrew,14
Michelob Seasonal Brew All Malt Lager,18823,Jedsbrew,12
Weihenstephaner Hefeweissbier Leicht,7892,JK54B,8
Morgan Street Red Lager,23074,prosqtor,12
Altitude Expedition Porter,23047,BrewSquid,14
Sleeman Cream Ale,3374,primitive,15
Acorn Old Moor Porter &#40;Cask&#41;,46832,JohnRMurdoch,15
The Covey Roggen Rauchbier,82552,Beertracker,15
Dark Star Espresso Stout &#40;Cask&#41;,26715,DCopperfields,14
Westmalle Tripel,2204,dirkules,17
Barley Days Yuletide Cherry Porter,54117,Elkas,11
Flying Dog Gonzo Imperial Porter,45950,Hotspur2001,11
Black Sheep Golden Sheep &#40;Bottle&#41;,19326,kwik-lime,11
New Glarus Staghorn Octoberfest Beer,8039,jarlbartar,15
Ommegang Three Philosophers,13667,beerfest5,17
Goose Island Night Stalker,100356,Botnik,16
St. Georgen Bru Keller Bier,4634,DrBayern,16
Ultra Ambre 7%,10901,TorbenH,12
Shock Top Belgian White,81108,pj1855,10
Ommegang Rare Vos,8838,neuromatt,15
Franziskaner Hefe-Weissbier,1088,MainerInExile,16
Samuel Adams Rustic Saison,140821,johnnnniee,12
Chimay Triple / Blanche &#40;White&#41; / Cinq Cents,52,cb,18
Fullers 1845,294,tlind2,18
Stone Pale Ale,420,jeffin7,17
Franciscan Well Blarney Blonde,41203,cellar,9
Hacker-Pschorr &#40;Hefe&#41; Weisse,652,Padron4KM,16
Andwell Spring Twist,120685,prawlie,12
Goose Island Bourbon County Stout,8909,Louipa,18
Dogfish Head Chicory Stout,1190,lshockey199,18
Coors Light,707,smeltdipper,12
Berghoff Hefe-Weizen,7023,ebarnes,12
Avery Salvation,14733,Carl99Fan,17
Founders Cerise,101199,basspro76,7
Jolly Pumpkin Luciernaga Grand Reserve,54834,juiceisloose,16
